Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
11/20/2025,17,18,Wind,324,Thursday,November,Fall,3840
9/11/2020,8,9,Wind,255,Friday,September,Fall,1169
11/2/2025,6,7,Wind,306,Sunday,November,Fall,8973
9/22/2022,15,16,Solar,265,Thursday,September,Fall,5500
5/23/2020,15,16,Wind,144,Saturday,May,Spring,8605
12/20/2022,0,1,Wind,354,Tuesday,December,Winter,13706
11/22/2024,0,1,Wind,327,Friday,November,Fall,5864
11/13/2022,3,4,Wind,317,Sunday,November,Fall,2267
4/19/2021,10,11,Solar,109,Monday,April,Spring,3728
7/4/2024,6,7,Wind,186,Thursday,July,Summer,7129
6/26/2023,21,22,Wind,177,Monday,June,Summer,3874
10/22/2023,21,22,Wind,295,Sunday,October,Fall,2996
1/16/2022,13,14,Solar,16,Sunday,January,Winter,5824
9/7/2020,23,0,Wind,251,Monday,September,Fall,1722
5/23/2022,7,8,Wind,143,Monday,May,Spring,3621
10/4/2025,1,2,Wind,277,Saturday,October,Fall,16699
12/10/2020,20,21,Wind,345,Thursday,December,Winter,6025
5/1/2021,6,7,Wind,121,Saturday,May,Spring,1335
6/11/2021,19,20,Wind,162,Friday,June,Summer,2701
1/1/2024,10,11,Wind,1,Monday,January,Winter,12702
5/9/2023,10,11,Wind,129,Tuesday,May,Spring,5818
1/12/2022,15,16,Solar,12,Wednesday,January,Winter,3844
11/12/2023,3,4,Wind,316,Sunday,November,Fall,7217
11/2/2022,1,2,Wind,306,Wednesday,November,Fall,10172
9/8/2020,13,14,Solar,252,Tuesday,September,Fall,4412
4/16/2021,0,1,Wind,106,Friday,April,Spring,6013
11/15/2022,2,3,Wind,319,Tuesday,November,Fall,6725
12/23/2022,19,20,Wind,357,Friday,December,Winter,13142
4/13/2022,9,10,Solar,103,Wednesday,April,Spring,2030
4/21/2023,15,16,Solar,111,Friday,April,Spring,7766
3/3/2025,20,21,Wind,62,Monday,March,Spring,3662
11/11/2022,11,12,Solar,315,Friday,November,Fall,6178
6/10/2023,19,20,Wind,161,Saturday,June,Summer,2892
8/25/2021,1,2,Wind,237,Wednesday,August,Summer,6301
2/4/2022,22,23,Wind,35,Friday,February,Winter,5142
2/3/2020,3,4,Wind,34,Monday,February,Winter,8082
3/24/2021,9,10,Solar,83,Wednesday,March,Spring,3598
4/25/2021,1,2,Wind,115,Sunday,April,Spring,8643
6/15/2024,17,18,Wind,167,Saturday,June,Summer,9554
1/7/2020,15,16,Wind,7,Tuesday,January,Winter,4202
3/25/2021,5,6,Wind,84,Thursday,March,Spring,1803
4/11/2021,4,5,Wind,101,Sunday,April,Spring,4909
12/25/2022,14,15,Wind,359,Sunday,December,Winter,9014
9/9/2025,19,20,Wind,252,Tuesday,September,Fall,2515
6/28/2020,2,3,Wind,180,Sunday,June,Summer,5007
4/29/2022,3,4,Wind,119,Friday,April,Spring,3276
4/8/2023,7,8,Wind,98,Saturday,April,Spring,3945
3/19/2023,6,7,Wind,78,Sunday,March,Spring,2707
3/23/2020,8,9,Wind,83,Monday,March,Spring,8097
7/4/2023,21,22,Wind,185,Tuesday,July,Summer,7479
9/2/2021,6,7,Wind,245,Thursday,September,Fall,5757
5/1/2024,4,5,Wind,122,Wednesday,May,Spring,1919
8/10/2024,8,9,Solar,223,Saturday,August,Summer,2611
4/6/2024,4,5,Wind,97,Saturday,April,Spring,13920
7/28/2020,15,16,Wind,210,Tuesday,July,Summer,7320
9/12/2023,14,15,Solar,255,Tuesday,September,Fall,4847
6/20/2022,7,8,Wind,171,Monday,June,Summer,3854
4/30/2024,4,5,Wind,121,Tuesday,April,Spring,3211
7/19/2021,8,9,Wind,200,Monday,July,Summer,3621
11/2/2024,5,6,Wind,307,Saturday,November,Fall,2593
10/23/2023,1,2,Wind,296,Monday,October,Fall,4629
11/8/2025,22,23,Wind,312,Saturday,November,Fall,2972
7/17/2022,7,8,Wind,198,Sunday,July,Summer,4452
8/21/2023,18,19,Solar,233,Monday,August,Summer,2986
4/14/2022,19,20,Wind,104,Thursday,April,Spring,1781
11/2/2023,14,15,Wind,306,Thursday,November,Fall,16663
3/11/2024,1,2,Wind,71,Monday,March,Spring,3569
5/19/2025,4,5,Wind,139,Monday,May,Spring,5554
8/18/2023,8,9,Wind,230,Friday,August,Summer,2753
1/24/2021,15,16,Wind,24,Sunday,January,Winter,9368
11/4/2025,19,20,Wind,308,Tuesday,November,Fall,14722
1/2/2025,17,18,Wind,2,Thursday,January,Winter,2940
11/7/2022,13,14,Wind,311,Monday,November,Fall,14582
6/21/2022,17,18,Solar,172,Tuesday,June,Summer,4256
10/23/2025,10,11,Wind,296,Thursday,October,Fall,21130
12/4/2021,5,6,Wind,338,Saturday,December,Winter,8479
6/30/2025,3,4,Wind,181,Monday,June,Summer,4201
11/6/2022,20,21,Wind,310,Sunday,November,Fall,11082
10/22/2021,15,16,Wind,295,Friday,October,Fall,7563
9/26/2024,17,18,Wind,270,Thursday,September,Fall,18099
11/10/2025,7,8,Wind,314,Monday,November,Fall,7424
12/14/2023,3,4,Wind,348,Thursday,December,Winter,7386
1/30/2025,15,16,Wind,30,Thursday,January,Winter,7524
12/26/2020,6,7,Wind,361,Saturday,December,Winter,2946
9/22/2025,17,18,Wind,265,Monday,September,Fall,8345
12/10/2024,1,2,Wind,345,Tuesday,December,Winter,10950
12/1/2020,4,5,Wind,336,Tuesday,December,Winter,7384
9/23/2021,2,3,Wind,266,Thursday,September,Fall,1187
7/17/2022,14,15,Solar,198,Sunday,July,Summer,8450
7/20/2020,17,18,Solar,202,Monday,July,Summer,4972
9/10/2023,8,9,Wind,253,Sunday,September,Fall,3618
7/10/2023,12,13,Solar,191,Monday,July,Summer,8155
2/10/2021,10,11,Wind,41,Wednesday,February,Winter,8366
1/29/2020,16,17,Wind,29,Wednesday,January,Winter,5091
9/16/2025,1,2,Wind,259,Tuesday,September,Fall,12139
11/29/2020,23,0,Wind,334,Sunday,November,Fall,1854
9/20/2022,10,11,Solar,263,Tuesday,September,Fall,4950
8/22/2020,8,9,Wind,235,Saturday,August,Summer,5453
1/9/2022,2,3,Wind,9,Sunday,January,Winter,13974
6/4/2020,1,2,Wind,156,Thursday,June,Summer,2997
11/4/2021,18,19,Wind,308,Thursday,November,Fall,3557
1/14/2023,17,18,Wind,14,Saturday,January,Winter,15699
2/21/2021,18,19,Wind,52,Sunday,February,Winter,6413
5/2/2021,21,22,Wind,122,Sunday,May,Spring,919
5/30/2025,4,5,Wind,150,Friday,May,Spring,790
2/8/2024,15,16,Wind,39,Thursday,February,Winter,17063
3/22/2023,7,8,Wind,81,Wednesday,March,Spring,10725
4/22/2023,3,4,Wind,112,Saturday,April,Spring,4253
3/27/2024,14,15,Wind,87,Wednesday,March,Spring,15606
12/25/2020,10,11,Wind,360,Friday,December,Winter,6831
12/24/2023,4,5,Wind,358,Sunday,December,Winter,10062
5/24/2024,13,14,Solar,145,Friday,May,Spring,5499
4/28/2020,18,19,Wind,119,Tuesday,April,Spring,7447
8/20/2025,22,23,Wind,232,Wednesday,August,Summer,3508
1/24/2022,1,2,Wind,24,Monday,January,Winter,3310
4/20/2023,16,17,Wind,110,Thursday,April,Spring,9461
9/2/2020,22,23,Wind,246,Wednesday,September,Fall,1225
9/2/2023,20,21,Wind,245,Saturday,September,Fall,2344
9/10/2020,10,11,Solar,254,Thursday,September,Fall,2771
8/22/2025,18,19,Solar,234,Friday,August,Summer,5766
5/24/2023,9,10,Solar,144,Wednesday,May,Spring,6816
1/11/2025,9,10,Wind,11,Saturday,January,Winter,2854
2/28/2024,0,1,Wind,59,Wednesday,February,Winter,4724
3/6/2020,14,15,Wind,66,Friday,March,Spring,8581
8/18/2020,18,19,Wind,231,Tuesday,August,Summer,3539
2/18/2022,3,4,Wind,49,Friday,February,Winter,9335
9/3/2021,14,15,Solar,246,Friday,September,Fall,3775
3/24/2020,23,0,Wind,84,Tuesday,March,Spring,7447
8/25/2024,20,21,Wind,238,Sunday,August,Summer,2137
10/22/2021,0,1,Wind,295,Friday,October,Fall,2121
7/17/2021,19,20,Wind,198,Saturday,July,Summer,5398
10/30/2022,8,9,Wind,303,Sunday,October,Fall,5100
3/9/2021,15,16,Solar,68,Tuesday,March,Spring,5136
6/23/2020,1,2,Wind,175,Tuesday,June,Summer,2034
4/22/2023,1,2,Wind,112,Saturday,April,Spring,4008
7/12/2024,12,13,Solar,194,Friday,July,Summer,7573
9/5/2024,22,23,Wind,249,Thursday,September,Fall,700
4/16/2021,1,2,Wind,106,Friday,April,Spring,5880
5/17/2022,2,3,Wind,137,Tuesday,May,Spring,2321
10/1/2024,23,0,Wind,275,Tuesday,October,Fall,4747
9/27/2021,8,9,Wind,270,Monday,September,Fall,6867
4/3/2020,8,9,Wind,94,Friday,April,Spring,2170
1/17/2023,23,0,Wind,17,Tuesday,January,Winter,4827
11/7/2024,13,14,Solar,312,Thursday,November,Fall,5149
3/31/2020,1,2,Wind,91,Tuesday,March,Spring,6769
3/28/2020,22,23,Wind,88,Saturday,March,Spring,11081
9/14/2024,12,13,Solar,258,Saturday,September,Fall,10121
10/18/2025,16,17,Solar,291,Saturday,October,Fall,7924
10/31/2021,17,18,Wind,304,Sunday,October,Fall,10469
4/28/2022,15,16,Solar,118,Thursday,April,Spring,7312
1/24/2024,19,20,Wind,24,Wednesday,January,Winter,6892
6/24/2021,22,23,Wind,175,Thursday,June,Summer,1974
12/11/2023,16,17,Wind,345,Monday,December,Winter,6768
1/27/2024,11,12,Solar,27,Saturday,January,Winter,5814
8/15/2022,14,15,Solar,227,Monday,August,Summer,8036
1/29/2021,3,4,Wind,29,Friday,January,Winter,13907
9/5/2020,1,2,Wind,249,Saturday,September,Fall,2121
8/12/2024,16,17,Solar,225,Monday,August,Summer,8871
1/26/2021,13,14,Wind,26,Tuesday,January,Winter,5482
4/11/2025,20,21,Wind,101,Friday,April,Spring,4837
7/11/2025,11,12,Solar,192,Friday,July,Summer,11758
5/16/2025,13,14,Solar,136,Friday,May,Spring,7092
10/25/2025,16,17,Wind,298,Saturday,October,Fall,9821
1/31/2021,22,23,Wind,31,Sunday,January,Winter,5906
5/25/2025,13,14,Wind,145,Sunday,May,Spring,9581
7/5/2022,9,10,Solar,186,Tuesday,July,Summer,4126
11/19/2020,9,10,Wind,324,Thursday,November,Fall,9061
10/18/2022,22,23,Wind,291,Tuesday,October,Fall,5538
1/15/2023,3,4,Wind,15,Sunday,January,Winter,10240
5/2/2022,20,21,Wind,122,Monday,May,Spring,3792
10/8/2020,3,4,Wind,282,Thursday,October,Fall,6421
11/24/2023,1,2,Wind,328,Friday,November,Fall,8505
5/17/2020,10,11,Solar,138,Sunday,May,Spring,4507
3/18/2022,3,4,Wind,77,Friday,March,Spring,6998
10/28/2023,22,23,Wind,301,Saturday,October,Fall,16635
5/19/2021,2,3,Wind,139,Wednesday,May,Spring,3258
7/17/2022,20,21,Wind,198,Sunday,July,Summer,2312
7/22/2023,11,12,Solar,203,Saturday,July,Summer,10194
11/12/2024,13,14,Wind,317,Tuesday,November,Fall,13235
3/27/2022,9,10,Wind,86,Sunday,March,Spring,4841
4/5/2022,17,18,Wind,95,Tuesday,April,Spring,9675
8/29/2023,20,21,Wind,241,Tuesday,August,Summer,1992
6/23/2025,22,23,Wind,174,Monday,June,Summer,3779
2/9/2020,20,21,Wind,40,Sunday,February,Winter,11896
1/5/2023,6,7,Wind,5,Thursday,January,Winter,7965
9/15/2023,20,21,Wind,258,Friday,September,Fall,3195
9/15/2023,23,0,Wind,258,Friday,September,Fall,4953
11/14/2020,15,16,Wind,319,Saturday,November,Fall,8436
2/11/2022,17,18,Wind,42,Friday,February,Winter,2107
2/20/2025,4,5,Wind,51,Thursday,February,Winter,7070
6/28/2025,8,9,Solar,179,Saturday,June,Summer,3941
8/6/2022,4,5,Wind,218,Saturday,August,Summer,5611
5/24/2020,23,0,Wind,145,Sunday,May,Spring,2435
6/13/2025,23,0,Wind,164,Friday,June,Summer,5332
5/3/2025,16,17,Solar,123,Saturday,May,Spring,10481
11/22/2024,7,8,Wind,327,Friday,November,Fall,9522
8/22/2021,9,10,Wind,234,Sunday,August,Summer,4991
1/10/2023,12,13,Wind,10,Tuesday,January,Winter,15075
6/21/2021,4,5,Wind,172,Monday,June,Summer,2933
9/20/2022,17,18,Solar,263,Tuesday,September,Fall,5469
1/27/2021,17,18,Wind,27,Wednesday,January,Winter,3743
9/23/2020,9,10,Wind,267,Wednesday,September,Fall,4073
4/8/2020,18,19,Solar,99,Wednesday,April,Spring,1595
10/9/2024,7,8,Wind,283,Wednesday,October,Fall,8883
5/7/2025,0,1,Wind,127,Wednesday,May,Spring,9348
9/14/2023,21,22,Wind,257,Thursday,September,Fall,1857
2/11/2020,5,6,Wind,42,Tuesday,February,Winter,11769
1/17/2020,12,13,Wind,17,Friday,January,Winter,8804
3/24/2025,14,15,Solar,83,Monday,March,Spring,6048
8/7/2024,10,11,Solar,220,Wednesday,August,Summer,5496
5/15/2025,1,2,Wind,135,Thursday,May,Spring,6358
3/22/2023,6,7,Wind,81,Wednesday,March,Spring,9994
11/26/2020,16,17,Wind,331,Thursday,November,Fall,1476
5/13/2020,20,21,Wind,134,Wednesday,May,Spring,7492
3/18/2025,1,2,Wind,77,Tuesday,March,Spring,12131
11/6/2025,10,11,Wind,310,Thursday,November,Fall,6247
8/19/2021,3,4,Wind,231,Thursday,August,Summer,1695
2/23/2020,4,5,Wind,54,Sunday,February,Winter,9644
4/23/2025,3,4,Wind,113,Wednesday,April,Spring,6268
5/10/2022,2,3,Wind,130,Tuesday,May,Spring,1193
12/1/2023,20,21,Wind,335,Friday,December,Winter,5060
7/21/2021,2,3,Wind,202,Wednesday,July,Summer,2864
9/23/2022,5,6,Wind,266,Friday,September,Fall,546
1/3/2023,10,11,Wind,3,Tuesday,January,Winter,6763
12/7/2024,22,23,Wind,342,Saturday,December,Winter,17557
3/28/2022,3,4,Wind,87,Monday,March,Spring,1693
10/7/2020,10,11,Wind,281,Wednesday,October,Fall,6946
8/23/2022,21,22,Wind,235,Tuesday,August,Summer,736
5/27/2023,20,21,Wind,147,Saturday,May,Spring,3594
10/10/2023,20,21,Wind,283,Tuesday,October,Fall,2170
5/17/2025,4,5,Wind,137,Saturday,May,Spring,4673
5/21/2020,21,22,Wind,142,Thursday,May,Spring,660
3/15/2023,7,8,Wind,74,Wednesday,March,Spring,2413
12/14/2024,10,11,Wind,349,Saturday,December,Winter,3475
1/19/2025,14,15,Solar,19,Sunday,January,Winter,3805
12/29/2021,1,2,Wind,363,Wednesday,December,Winter,9126
1/29/2025,1,2,Wind,29,Wednesday,January,Winter,17602
1/22/2024,2,3,Wind,22,Monday,January,Winter,16724
8/21/2023,8,9,Solar,233,Monday,August,Summer,2472
9/16/2022,21,22,Wind,259,Friday,September,Fall,5135
4/21/2023,7,8,Wind,111,Friday,April,Spring,3141
4/22/2023,15,16,Wind,112,Saturday,April,Spring,9856
11/5/2021,22,23,Wind,309,Friday,November,Fall,2244
12/23/2024,6,7,Wind,358,Monday,December,Winter,16444
3/9/2022,17,18,Wind,68,Wednesday,March,Spring,5318
8/10/2025,23,0,Wind,222,Sunday,August,Summer,7903
2/17/2023,1,2,Wind,48,Friday,February,Winter,7099
8/29/2020,18,19,Wind,242,Saturday,August,Summer,4957
8/29/2025,9,10,Wind,241,Friday,August,Summer,13975
2/5/2021,7,8,Wind,36,Friday,February,Winter,1837
5/13/2020,10,11,Wind,134,Wednesday,May,Spring,5295
1/27/2024,1,2,Wind,27,Saturday,January,Winter,1993
2/13/2025,8,9,Wind,44,Thursday,February,Winter,1808
3/10/2022,20,21,Wind,69,Thursday,March,Spring,6268
7/2/2022,4,5,Wind,183,Saturday,July,Summer,780
2/11/2022,21,22,Wind,42,Friday,February,Winter,2877
12/18/2022,16,17,Wind,352,Sunday,December,Winter,9972
4/7/2023,14,15,Solar,97,Friday,April,Spring,8432
1/9/2025,12,13,Wind,9,Thursday,January,Winter,13546
12/19/2020,23,0,Wind,354,Saturday,December,Winter,5475
2/18/2022,12,13,Wind,49,Friday,February,Winter,18336
10/16/2025,7,8,Wind,289,Thursday,October,Fall,5067
9/29/2020,23,0,Wind,273,Tuesday,September,Fall,648
8/17/2025,3,4,Wind,229,Sunday,August,Summer,5689
9/29/2022,10,11,Solar,272,Thursday,September,Fall,3096
4/22/2024,22,23,Wind,113,Monday,April,Spring,4627
7/3/2025,23,0,Wind,184,Thursday,July,Summer,6293
10/1/2020,10,11,Wind,275,Thursday,October,Fall,6509
2/24/2024,2,3,Wind,55,Saturday,February,Winter,7042
6/26/2024,23,0,Wind,178,Wednesday,June,Summer,1220
11/17/2022,11,12,Wind,321,Thursday,November,Fall,15564
8/23/2022,1,2,Wind,235,Tuesday,August,Summer,1180
3/8/2025,12,13,Wind,67,Saturday,March,Spring,14394
4/25/2020,6,7,Wind,116,Saturday,April,Spring,1918
3/29/2025,13,14,Wind,88,Saturday,March,Spring,14163
3/20/2021,1,2,Wind,79,Saturday,March,Spring,6045
3/26/2021,14,15,Wind,85,Friday,March,Spring,11408
4/25/2023,0,1,Wind,115,Tuesday,April,Spring,2929
10/16/2020,7,8,Wind,290,Friday,October,Fall,2998
7/15/2022,15,16,Solar,196,Friday,July,Summer,7499
8/28/2023,4,5,Wind,240,Monday,August,Summer,3258
1/9/2024,0,1,Wind,9,Tuesday,January,Winter,4857
11/5/2025,15,16,Wind,309,Wednesday,November,Fall,12356
12/14/2020,22,23,Wind,349,Monday,December,Winter,6487
7/31/2022,23,0,Wind,212,Sunday,July,Summer,3161
1/14/2023,20,21,Wind,14,Saturday,January,Winter,13584
4/13/2020,16,17,Wind,104,Monday,April,Spring,11122
2/26/2024,13,14,Wind,57,Monday,February,Winter,14168
9/3/2020,6,7,Wind,247,Thursday,September,Fall,1674
12/21/2020,16,17,Wind,356,Monday,December,Winter,11318
4/24/2023,0,1,Wind,114,Monday,April,Spring,9557
4/30/2023,20,21,Wind,120,Sunday,April,Spring,1754
8/27/2021,10,11,Solar,239,Friday,August,Summer,5627
9/16/2022,11,12,Solar,259,Friday,September,Fall,6902
11/21/2025,1,2,Wind,325,Friday,November,Fall,4563
9/22/2022,13,14,Solar,265,Thursday,September,Fall,6248
6/26/2021,18,19,Solar,177,Saturday,June,Summer,2918
5/24/2023,21,22,Wind,144,Wednesday,May,Spring,6974
7/21/2020,19,20,Wind,203,Tuesday,July,Summer,3934
8/8/2021,12,13,Wind,220,Sunday,August,Summer,9302
3/5/2021,12,13,Wind,64,Friday,March,Spring,9127
7/28/2022,23,0,Wind,209,Thursday,July,Summer,1995
8/6/2023,1,2,Wind,218,Sunday,August,Summer,13743
12/2/2022,15,16,Wind,336,Friday,December,Winter,3878
10/11/2023,17,18,Wind,284,Wednesday,October,Fall,6965
11/20/2022,1,2,Wind,324,Sunday,November,Fall,4543
7/15/2023,10,11,Wind,196,Saturday,July,Summer,11920
2/9/2023,10,11,Solar,40,Thursday,February,Winter,4291
3/11/2024,14,15,Wind,71,Monday,March,Spring,10464
2/28/2023,17,18,Wind,59,Tuesday,February,Winter,7747
7/19/2022,0,1,Wind,200,Tuesday,July,Summer,5843
3/24/2022,23,0,Wind,83,Thursday,March,Spring,5843
7/31/2021,2,3,Wind,212,Saturday,July,Summer,5229
2/1/2025,5,6,Wind,32,Saturday,February,Winter,3211
8/29/2020,10,11,Wind,242,Saturday,August,Summer,3727
1/21/2021,3,4,Wind,21,Thursday,January,Winter,12756
7/3/2022,3,4,Wind,184,Sunday,July,Summer,1428
9/14/2025,0,1,Wind,257,Sunday,September,Fall,5040
12/22/2021,8,9,Wind,356,Wednesday,December,Winter,3172
2/6/2021,18,19,Wind,37,Saturday,February,Winter,4300
3/9/2020,16,17,Wind,69,Monday,March,Spring,8263
2/5/2022,7,8,Wind,36,Saturday,February,Winter,3579
10/31/2025,20,21,Wind,304,Friday,October,Fall,14868
4/7/2025,18,19,Solar,97,Monday,April,Spring,5498
8/2/2021,2,3,Wind,214,Monday,August,Summer,1200
6/11/2025,17,18,Solar,162,Wednesday,June,Summer,8263
10/25/2022,13,14,Solar,298,Tuesday,October,Fall,5679
10/21/2022,5,6,Wind,294,Friday,October,Fall,9051
10/20/2025,13,14,Wind,293,Monday,October,Fall,19753
8/14/2025,19,20,Wind,226,Thursday,August,Summer,3576
1/30/2024,8,9,Wind,30,Tuesday,January,Winter,6919
7/6/2023,9,10,Solar,187,Thursday,July,Summer,3928
6/8/2020,14,15,Solar,160,Monday,June,Summer,5620
10/7/2021,7,8,Wind,280,Thursday,October,Fall,1491
4/4/2021,4,5,Wind,94,Sunday,April,Spring,5664
11/26/2020,14,15,Solar,331,Thursday,November,Fall,2923
12/30/2024,10,11,Solar,365,Monday,December,Winter,2306
8/30/2022,14,15,Solar,242,Tuesday,August,Summer,5938
7/19/2021,10,11,Solar,200,Monday,July,Summer,5500
7/24/2021,8,9,Wind,205,Saturday,July,Summer,4225
2/21/2021,5,6,Wind,52,Sunday,February,Winter,8883
4/27/2022,2,3,Wind,117,Wednesday,April,Spring,5575
1/4/2023,12,13,Wind,4,Wednesday,January,Winter,17318
7/11/2021,0,1,Wind,192,Sunday,July,Summer,1348
11/4/2025,20,21,Wind,308,Tuesday,November,Fall,14429
9/12/2022,8,9,Wind,255,Monday,September,Fall,3604
9/2/2022,6,7,Wind,245,Friday,September,Fall,1890
5/5/2021,9,10,Wind,125,Wednesday,May,Spring,9071
1/29/2021,19,20,Wind,29,Friday,January,Winter,11119
11/26/2023,22,23,Wind,330,Sunday,November,Fall,5154
11/7/2024,20,21,Wind,312,Thursday,November,Fall,3375
8/3/2021,19,20,Wind,215,Tuesday,August,Summer,1828
4/19/2022,8,9,Wind,109,Tuesday,April,Spring,2444
8/8/2021,14,15,Wind,220,Sunday,August,Summer,9714
1/2/2022,6,7,Wind,2,Sunday,January,Winter,8787
2/5/2024,21,22,Wind,36,Monday,February,Winter,8276
7/11/2021,2,3,Wind,192,Sunday,July,Summer,1192
9/20/2020,21,22,Wind,264,Sunday,September,Fall,2433
11/11/2024,11,12,Wind,316,Monday,November,Fall,6891
7/31/2024,4,5,Wind,213,Wednesday,July,Summer,2129
3/21/2020,0,1,Wind,81,Saturday,March,Spring,7735
10/14/2021,14,15,Solar,287,Thursday,October,Fall,5650
1/19/2025,22,23,Wind,19,Sunday,January,Winter,1188
10/7/2024,13,14,Wind,281,Monday,October,Fall,6044
2/13/2025,2,3,Wind,44,Thursday,February,Winter,1090
6/11/2022,8,9,Solar,162,Saturday,June,Summer,2423
10/25/2023,9,10,Wind,298,Wednesday,October,Fall,10380
3/18/2024,10,11,Solar,78,Monday,March,Spring,5581
9/21/2020,4,5,Wind,265,Monday,September,Fall,817
11/28/2025,7,8,Wind,332,Friday,November,Fall,7806
4/7/2020,4,5,Wind,98,Tuesday,April,Spring,1718
3/2/2020,10,11,Wind,62,Monday,March,Spring,5353
7/23/2020,10,11,Solar,205,Thursday,July,Summer,2720
3/22/2022,23,0,Wind,81,Tuesday,March,Spring,4199
2/22/2023,22,23,Wind,53,Wednesday,February,Winter,1437
10/4/2023,0,1,Wind,277,Wednesday,October,Fall,3511
10/26/2023,17,18,Wind,299,Thursday,October,Fall,4734
2/25/2023,19,20,Wind,56,Saturday,February,Winter,8542
8/28/2024,21,22,Wind,241,Wednesday,August,Summer,2163
11/13/2020,15,16,Wind,318,Friday,November,Fall,4593
4/29/2021,16,17,Solar,119,Thursday,April,Spring,3421
4/15/2024,21,22,Wind,106,Monday,April,Spring,14523
2/17/2024,9,10,Wind,48,Saturday,February,Winter,4037
10/18/2020,22,23,Wind,292,Sunday,October,Fall,912
10/7/2023,10,11,Solar,280,Saturday,October,Fall,6141
7/17/2021,23,0,Wind,198,Saturday,July,Summer,5090
10/30/2022,20,21,Wind,303,Sunday,October,Fall,2069
2/2/2021,10,11,Wind,33,Tuesday,February,Winter,11997
6/25/2020,5,6,Wind,177,Thursday,June,Summer,3558
5/3/2025,17,18,Solar,123,Saturday,May,Spring,9346
11/12/2021,0,1,Wind,316,Friday,November,Fall,934
8/2/2024,11,12,Solar,215,Friday,August,Summer,6672
9/26/2020,20,21,Wind,270,Saturday,September,Fall,8134
9/21/2023,3,4,Wind,264,Thursday,September,Fall,9550
4/23/2022,9,10,Wind,113,Saturday,April,Spring,6361
1/2/2021,18,19,Wind,2,Saturday,January,Winter,1837
12/17/2021,18,19,Wind,351,Friday,December,Winter,8144
11/23/2021,12,13,Wind,327,Tuesday,November,Fall,9900
12/13/2023,1,2,Wind,347,Wednesday,December,Winter,9953
10/27/2024,9,10,Solar,301,Sunday,October,Fall,3309
9/7/2025,1,2,Wind,250,Sunday,September,Fall,6555
8/22/2020,2,3,Wind,235,Saturday,August,Summer,5104
7/30/2022,21,22,Wind,211,Saturday,July,Summer,1951
8/26/2025,8,9,Wind,238,Tuesday,August,Summer,5983
11/1/2020,11,12,Wind,306,Sunday,November,Fall,13574
6/20/2025,10,11,Solar,171,Friday,June,Summer,8561
9/22/2023,12,13,Wind,265,Friday,September,Fall,11770
1/20/2025,5,6,Wind,20,Monday,January,Winter,1668
10/20/2021,5,6,Wind,293,Wednesday,October,Fall,10713
12/20/2020,15,16,Wind,355,Sunday,December,Winter,4461
8/9/2025,19,20,Wind,221,Saturday,August,Summer,5496
11/20/2024,3,4,Wind,325,Wednesday,November,Fall,8076
7/2/2025,17,18,Wind,183,Wednesday,July,Summer,11247
1/23/2020,21,22,Wind,23,Thursday,January,Winter,2993
8/11/2021,3,4,Wind,223,Wednesday,August,Summer,704
6/10/2020,16,17,Solar,162,Wednesday,June,Summer,3105
8/9/2021,6,7,Wind,221,Monday,August,Summer,2967
11/5/2020,20,21,Wind,310,Thursday,November,Fall,8082
4/23/2024,1,2,Wind,114,Tuesday,April,Spring,4273
7/30/2024,23,0,Wind,212,Tuesday,July,Summer,2765
7/23/2022,15,16,Solar,204,Saturday,July,Summer,6571
12/25/2020,1,2,Wind,360,Friday,December,Winter,6863
8/8/2024,1,2,Wind,221,Thursday,August,Summer,1289
12/30/2022,17,18,Wind,364,Friday,December,Winter,15843
2/25/2022,10,11,Wind,56,Friday,February,Winter,7997
10/21/2023,12,13,Wind,294,Saturday,October,Fall,20931
7/21/2021,5,6,Wind,202,Wednesday,July,Summer,1927
11/15/2023,10,11,Wind,319,Wednesday,November,Fall,10577
1/9/2023,17,18,Wind,9,Monday,January,Winter,13412
11/8/2021,7,8,Wind,312,Monday,November,Fall,1922
4/14/2021,22,23,Wind,104,Wednesday,April,Spring,5346
6/27/2021,20,21,Wind,178,Sunday,June,Summer,1366
2/5/2020,17,18,Wind,36,Wednesday,February,Winter,1746
9/17/2021,2,3,Wind,260,Friday,September,Fall,711
12/29/2023,6,7,Wind,363,Friday,December,Winter,12493
12/2/2022,1,2,Wind,336,Friday,December,Winter,2232
7/23/2021,13,14,Solar,204,Friday,July,Summer,7412
1/26/2025,4,5,Wind,26,Sunday,January,Winter,10046
6/3/2022,21,22,Wind,154,Friday,June,Summer,2859
6/23/2022,0,1,Wind,174,Thursday,June,Summer,1625
4/23/2021,17,18,Wind,113,Friday,April,Spring,7944
3/23/2022,16,17,Solar,82,Wednesday,March,Spring,5220
4/3/2023,1,2,Wind,93,Monday,April,Spring,5706
6/16/2023,8,9,Solar,167,Friday,June,Summer,2630
11/16/2024,19,20,Wind,321,Saturday,November,Fall,2040
6/22/2025,13,14,Solar,173,Sunday,June,Summer,5526
2/24/2023,11,12,Wind,55,Friday,February,Winter,6498
10/17/2020,17,18,Solar,291,Saturday,October,Fall,1367
5/11/2022,10,11,Solar,131,Wednesday,May,Spring,7976
6/20/2023,19,20,Wind,171,Tuesday,June,Summer,3357
5/22/2022,23,0,Wind,142,Sunday,May,Spring,3313
